user_id,date,exercise,sets,reps,weight,rpe,rest_sec,volume
6,2024-07-29,bench_press,3,7,63.3,6.9,144,1329.3
6,2024-08-02,squat,3,9,72.9,8.1,180,1968.3000000000002
6,2024-08-03,bench_press,3,5,75.9,8.1,145,1138.5
6,2024-08-12,deadlift,3,9,98.8,8.7,132,2667.6
6,2024-08-15,barbell_row,4,5,58.4,6.6,132,1168.0
6,2024-08-16,bench_press,5,7,65.0,6.3,167,2275.0
6,2024-08-20,squat,3,8,58.5,6.1,158,1404.0
6,2024-08-24,overhead_press,5,7,53.0,7.5,109,1855.0
6,2024-09-08,bench_press,3,12,54.1,5.9,32,1947.6000000000001
6,2024-09-14,squat,3,6,84.6,8.2,96,1522.8
6,2024-10-05,barbell_row,3,10,65.0,8.4,114,1950.0
6,2024-10-08,bench_press,3,9,74.0,6.5,136,1998.0
7,2024-05-18,bench_press,3,12,64.5,7.4,159,2322.0
7,2024-05-19,squat,3,8,86.8,7.5,94,2083.2
7,2024-05-22,bench_press,4,7,52.3,5.0,156,1464.3999999999999
7,2024-05-24,overhead_press,3,9,58.4,6.7,99,1576.8000000000002
7,2024-05-24,barbell_row,3,5,66.9,5.6,91,1003.5
7,2024-05-28,squat,5,7,109.1,7.7,102,3818.4999999999995
7,2024-05-29,squat,4,7,70.8,8.9,145,1982.3999999999999
7,2024-05-30,bench_press,4,7,59.9,7.8,123,1677.2
7,2024-05-30,deadlift,3,9,108.9,9.7,100,2940.3
7,2024-06-01,overhead_press,3,8,33.9,6.2,132,813.5999999999999
7,2024-06-05,bench_press,4,9,56.9,7.7,165,2048.4
7,2024-06-06,bench_press,3,8,40.4,8.5,98,969.5999999999999
7,2024-06-07,overhead_press,3,7,33.6,7.1,124,705.6
7,2024-06-08,barbell_row,3,6,52.2,7.3,125,939.6000000000001
7,2024-06-09,bench_press,4,8,58.3,7.4,155,1865.6
7,2024-06-11,bench_press,4,10,72.3,9.1,185,2892.0
7,2024-06-16,bench_press,4,10,59.3,8.5,181,2372.0
7,2024-06-17,barbell_row,3,10,66.7,7.2,116,2001.0
7,2024-06-17,squat,3,8,89.9,7.1,105,2157.6000000000004
7,2024-06-21,barbell_row,3,10,40.9,5.5,110,1227.0
7,2024-06-23,squat,3,8,86.0,6.2,123,2064.0
7,2024-06-26,bench_press,3,7,38.4,6.9,139,806.4000000000001
7,2024-06-29,squat,4,9,84.5,7.2,95,3042.0
7,2024-07-03,deadlift,4,7,85.5,7.2,170,2394.0
7,2024-07-05,bench_press,3,9,48.6,5.8,122,1312.2
7,2024-07-09,overhead_press,5,9,57.6,7.3,65,2592.0
7,2024-07-11,squat,3,7,78.0,5.7,121,1638.0
7,2024-07-19,barbell_row,3,5,49.5,7.0,84,742.5
7,2024-07-21,barbell_row,5,10,66.4,7.4,73,3320.0
7,2024-07-23,deadlift,3,6,92.8,7.6,135,1670.3999999999999
7,2024-07-29,deadlift,3,13,84.0,6.5,124,3276.0
7,2024-07-29,deadlift,3,7,133.6,5.7,199,2805.6
7,2024-08-01,squat,3,7,81.0,7.1,95,1701.0
7,2024-08-02,overhead_press,5,9,48.2,6.6,116,2169.0
7,2024-08-04,deadlift,3,6,87.4,6.4,161,1573.2000000000003
7,2024-08-10,bench_press,3,11,67.2,8.4,115,2217.6000000000004
7,2024-08-16,deadlift,5,8,98.7,6.5,106,3948.0
7,2024-08-28,squat,4,8,97.3,5.7,139,3113.6
7,2024-08-31,bench_press,3,7,63.9,7.7,145,1341.9
7,2024-09-06,bench_press,3,11,62.4,6.5,118,2059.2
8,2024-07-05,squat,4,4,87.2,5.3,158,1395.2
8,2024-07-08,bench_press,4,8,71.0,7.6,31,2272.0
8,2024-07-08,squat,3,9,91.2,7.5,141,2462.4
8,2024-07-09,bench_press,4,8,74.0,8.1,152,2368.0
8,2024-07-09,bench_press,3,7,63.5,7.3,91,1333.5
8,2024-07-11,barbell_row,4,8,38.5,6.2,114,1232.0
8,2024-07-15,bench_press,4,4,73.6,8.7,140,1177.6
8,2024-07-17,deadlift,3,10,100.1,6.1,111,3003.0
8,2024-07-19,overhead_press,4,9,35.6,5.4,97,1281.6000000000001
8,2024-07-20,squat,5,6,97.7,6.8,67,2931.0
8,2024-07-21,squat,3,8,80.1,8.2,164,1922.3999999999999
8,2024-07-25,bench_press,3,8,73.8,8.4,131,1771.1999999999998
8,2024-07-27,squat,3,10,80.4,6.1,113,2412.0
8,2024-07-28,squat,4,8,101.1,7.7,140,3235.2
8,2024-07-29,squat,3,7,79.8,6.2,114,1675.8000000000002
8,2024-07-31,bench_press,3,11,59.5,7.6,129,1963.5
8,2024-08-01,barbell_row,3,8,33.9,6.4,125,813.5999999999999
8,2024-08-02,squat,4,11,94.0,5.7,148,4136.0
8,2024-08-02,barbell_row,3,6,58.3,9.1,121,1049.3999999999999
8,2024-08-05,barbell_row,3,7,62.8,6.2,159,1318.8
8,2024-08-06,barbell_row,3,7,65.8,7.5,91,1381.8
8,2024-08-07,squat,4,9,98.3,7.5,136,3538.7999999999997
8,2024-08-08,overhead_press,3,5,42.6,6.2,162,639.0
8,2024-08-09,bench_press,5,5,60.3,6.4,159,1507.5
8,2024-08-10,squat,3,10,83.1,8.6,131,2493.0
8,2024-08-10,bench_press,5,10,62.3,5.6,157,3115.0
8,2024-08-12,overhead_press,3,12,32.7,8.0,135,1177.2
8,2024-08-13,deadlift,5,10,96.1,6.9,139,4805.0
8,2024-08-14,deadlift,3,8,108.3,6.0,143,2599.2
8,2024-08-16,squat,3,9,63.8,8.4,103,1722.6
8,2024-08-22,deadlift,3,8,99.1,7.6,76,2378.3999999999996
8,2024-08-24,deadlift,4,9,134.4,8.5,129,4838.400000000001
8,2024-09-09,overhead_press,3,8,54.9,7.2,123,1317.6
8,2024-09-11,overhead_press,3,7,39.5,7.8,146,829.5
8,2024-09-17,deadlift,5,7,84.0,7.0,91,2940.0
8,2024-09-21,overhead_press,5,6,63.4,6.7,153,1902.0
8,2024-09-24,bench_press,5,9,68.4,8.2,93,3078.0
8,2024-09-30,squat,4,8,95.6,5.7,125,3059.2
8,2024-10-03,bench_press,3,9,56.6,7.4,72,1528.2
8,2024-10-27,overhead_press,4,7,46.8,5.5,61,1310.3999999999999
9,2024-10-05,squat,3,5,65.4,7.4,109,981.0
9,2024-10-06,squat,3,7,88.7,6.3,156,1862.6999999999998
9,2024-10-08,squat,5,8,100.9,6.3,89,4036.0
9,2024-10-09,squat,3,10,69.1,8.3,137,2073.0
9,2024-10-11,deadlift,3,9,94.1,6.8,170,2540.7
9,2024-10-15,squat,3,9,100.2,7.8,112,2705.4
9,2024-10-15,barbell_row,3,9,73.2,7.1,87,1976.4
9,2024-10-17,squat,3,6,83.7,7.1,164,1506.6000000000001
9,2024-10-20,bench_press,3,7,57.1,6.9,141,1199.1
9,2024-10-23,barbell_row,4,8,54.4,6.1,100,1740.8
9,2024-10-26,squat,4,8,65.9,5.0,111,2108.8
9,2024-10-27,bench_press,4,9,55.9,8.1,130,2012.3999999999999
9,2024-10-29,overhead_press,3,12,39.3,10.0,152,1414.8
9,2024-10-30,squat,4,9,80.7,7.6,86,2905.2000000000003
9,2024-10-31,bench_press,4,8,64.1,5.5,150,2051.2
9,2024-10-31,barbell_row,3,6,48.2,6.2,171,867.6000000000001
9,2024-11-01,overhead_press,3,10,49.2,7.6,86,1476.0
9,2024-11-02,deadlift,4,10,100.9,8.9,108,4036.0
9,2024-11-03,barbell_row,3,13,59.7,7.8,111,2328.3
9,2024-11-04,bench_press,4,9,70.0,7.9,217,2520.0
9,2024-11-06,deadlift,4,8,88.2,6.4,124,2822.4
9,2024-11-06,squat,5,8,90.2,6.8,121,3608.0
9,2024-11-07,bench_press,4,9,61.3,6.3,129,2206.7999999999997
9,2024-11-08,overhead_press,4,7,44.6,7.4,114,1248.8
9,2024-11-08,bench_press,4,5,70.4,7.4,105,1408.0
9,2024-11-10,bench_press,3,9,74.8,7.0,174,2019.6
9,2024-11-14,deadlift,4,8,100.5,6.3,93,3216.0
9,2024-11-16,squat,4,6,88.2,5.4,147,2116.8
9,2024-11-22,barbell_row,3,9,50.3,7.2,106,1358.1
9,2024-11-28,deadlift,3,11,92.1,6.7,146,3039.2999999999997
9,2024-12-01,deadlift,3,7,121.9,7.7,160,2559.9
9,2024-12-10,deadlift,4,11,103.9,7.7,113,4571.6
9,2024-12-13,squat,3,8,87.6,6.6,132,2102.3999999999996
9,2024-12-22,bench_press,3,9,71.6,6.8,110,1933.1999999999998
9,2024-12-28,squat,5,5,88.8,7.1,149,2220.0
9,2025-01-06,barbell_row,3,4,57.8,7.0,62,693.5999999999999
9,2025-01-18,barbell_row,3,5,60.8,6.8,94,912.0
9,2025-01-21,overhead_press,3,9,37.3,7.2,49,1007.0999999999999
9,2025-01-24,deadlift,3,6,99.7,6.0,142,1794.6000000000001
9,2025-01-27,squat,3,11,96.3,7.2,58,3177.8999999999996
10,2024-07-08,bench_press,5,7,55.0,6.3,150,1925.0
10,2024-07-11,overhead_press,3,10,63.4,6.2,139,1902.0
10,2024-07-12,squat,4,6,89.2,7.1,109,2140.8
10,2024-07-13,barbell_row,3,7,55.2,8.0,213,1159.2
10,2024-07-14,deadlift,4,7,94.5,7.5,160,2646.0
10,2024-07-19,squat,3,10,93.1,7.7,92,2793.0
10,2024-07-20,bench_press,3,11,80.3,8.0,157,2649.8999999999996
10,2024-07-22,squat,4,7,85.4,7.4,121,2391.2000000000003
10,2024-07-24,squat,3,6,86.7,6.3,101,1560.6000000000001
10,2024-07-26,barbell_row,4,8,61.4,6.3,118,1964.8
10,2024-07-26,squat,3,8,77.2,6.8,139,1852.8000000000002
10,2024-07-28,deadlift,3,9,99.9,7.7,161,2697.3
10,2024-07-29,bench_press,3,9,71.8,7.4,152,1938.6
10,2024-07-31,squat,5,5,99.3,6.8,136,2482.5
10,2024-08-01,deadlift,3,10,71.5,7.0,120,2145.0
10,2024-08-03,deadlift,3,9,107.1,6.0,147,2891.7
10,2024-08-07,squat,4,10,100.3,7.9,87,4012.0
10,2024-08-09,bench_press,3,8,60.1,6.3,100,1442.4
10,2024-08-13,bench_press,4,9,63.2,7.2,170,2275.2000000000003
10,2024-08-13,deadlift,3,9,81.7,5.4,82,2205.9
10,2024-08-14,deadlift,4,9,109.1,7.4,62,3927.6
10,2024-08-15,barbell_row,5,7,74.5,7.3,129,2607.5
10,2024-08-16,barbell_row,3,6,65.5,6.5,130,1179.0
10,2024-08-19,bench_press,4,9,74.9,7.7,182,2696.4
10,2024-08-25,deadlift,3,11,99.5,7.1,146,3283.5
10,2024-08-28,squat,4,9,76.8,6.3,137,2764.7999999999997
10,2024-08-31,squat,3,9,94.9,8.6,145,2562.3
10,2024-09-02,deadlift,4,10,112.3,7.3,125,4492.0
10,2024-09-06,overhead_press,5,6,61.4,5.8,114,1842.0
10,2024-09-06,deadlift,4,8,108.2,7.2,146,3462.4
10,2024-09-12,barbell_row,4,7,32.7,6.8,146,915.6000000000001
10,2024-09-12,squat,4,7,69.3,5.8,88,1940.3999999999999
10,2024-09-14,bench_press,5,5,68.9,6.0,145,1722.5
10,2024-09-16,bench_press,3,13,83.1,5.6,143,3240.8999999999996
10,2024-09-18,barbell_row,3,11,65.1,6.3,85,2148.2999999999997
10,2024-09-21,overhead_press,3,7,57.8,7.2,139,1213.8
10,2024-09-24,deadlift,4,7,123.4,6.5,83,3455.2000000000003
10,2024-10-03,bench_press,3,7,62.4,7.9,127,1310.4
10,2024-10-09,bench_press,4,6,64.0,7.6,124,1536.0
10,2024-10-30,deadlift,3,12,105.7,6.6,152,3805.2000000000003
11,2024-03-12,overhead_press,3,10,57.7,7.0,93,1731.0
11,2024-03-15,deadlift,3,6,106.3,7.4,107,1913.3999999999999
11,2024-03-15,overhead_press,3,6,35.0,7.4,110,630.0
11,2024-03-16,deadlift,3,10,128.2,6.4,157,3846.0
11,2024-03-17,squat,5,6,72.0,6.3,98,2160.0
11,2024-03-24,deadlift,3,7,115.7,7.1,96,2429.7
11,2024-03-24,bench_press,5,8,60.1,7.3,140,2404.0
11,2024-03-26,overhead_press,3,6,43.9,7.8,126,790.1999999999999
11,2024-03-26,squat,3,6,98.9,5.7,70,1780.2000000000003
11,2024-03-28,overhead_press,5,9,39.2,6.5,96,1764.0
11,2024-03-30,deadlift,4,8,119.0,8.6,114,3808.0
